StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q21_1	Q21_2	Q21_3	Q21_4	Q21_5	Q21_6	Q21_7	Q21_8	Q21_9	Q21_10	Q21_11	Q21_12	Q21_13	Q21_14	Q21_15	Q21_16	Q21_17	Q21_18	Q21_19	Q21_20	Q22
2021/1/12 6:47	2021/1/12 6:48	IP Address	59.64.54.119	100	105	TRUE	2021/1/12 6:48	R_3ltwHIGY03565TC					24.31170654	109.3861084	anonymous	ZH-S	中立	中立	中立	比较同意	中立	比较同意	反对	比较反对	比较反对	比较反对	比较反对	反对	比较同意	比较反对	比较反对	反对	比较反对	比较反对	中立	同意	有点不满意
2021/1/12 6:51	2021/1/12 6:52	IP Address	59.64.54.119	100	72	TRUE	2021/1/12 6:52	R_3HRFUOkqnselk5J					24.31170654	109.3861084	anonymous	ZH-S	同意	完全同意	完全同意	完全同意	完全同意	同意	中立	比较同意	比较反对	比较同意	比较反对	比较反对	反对	比较反对	比较反对	比较同意	比较同意	同意	同意	同意	一般满意
2021/1/12 6:55	2021/1/12 6:56	IP Address	59.64.54.119	100	80	TRUE	2021/1/12 6:56	R_3HjJwuujRFZhZ8k					24.31170654	109.3861084	anonymous	ZH-S	比较同意	同意	比较同意	比较同意	同意	同意	同意	同意	比较同意	完全同意	比较反对	反对	同意	中立	比较同意	比较反对	比较同意	中立	比较同意	同意	一般满意
2021/1/12 6:59	2021/1/12 7:00	IP Address	59.64.54.119	100	99	TRUE	2021/1/12 7:00	R_2Cv9dfwlp0mZxfn					24.31170654	109.3861084	anonymous	ZH-S	反对	完全反对	中立	完全反对	比较反对	比较反对	比较反对	反对	比较反对	反对	比较反对	比较同意	比较同意	比较同意	反对	反对	比较反对	中立	反对	同意	中立
2021/1/12 17:45	2021/1/12 17:46	IP Address	59.64.54.119	100	73	TRUE	2021/1/12 17:46	R_24BgnXUdmB9JL6g					24.31170654	109.3861084	anonymous	ZH-S	反对	完全反对	完全反对	反对	完全反对	反对	反对	完全反对	完全反对	完全反对	比较反对	同意	中立	比较反对	反对	完全反对	反对	反对	比较反对	同意	一般不满意
2021/1/12 17:49	2021/1/12 17:50	IP Address	59.64.54.119	100	84	TRUE	2021/1/12 17:50	R_w4ZDcV5EozoQMlr					24.31170654	109.3861084	anonymous	ZH-S	比较同意	中立	比较反对	比较同意	比较同意	同意	比较同意	比较同意	比较同意	同意	同意	比较反对	比较同意	比较反对	中立	中立	比较同意	中立	同意	同意	有点满意
2021/1/12 17:53	2021/1/12 17:54	IP Address	59.64.54.119	100	76	TRUE	2021/1/12 17:54	R_R9yVlXJi3Dq4JdT					24.31170654	109.3861084	anonymous	ZH-S	完全反对	反对	比较反对	中立	中立	比较反对	中立	反对	比较反对	比较反对	同意	同意	完全同意	完全同意	完全反对	完全反对	比较同意	完全反对	比较反对	同意	中立
2021/1/12 17:57	2021/1/12 17:58	IP Address	59.64.54.119	100	73	TRUE	2021/1/12 17:58	R_3iPa4II66bJNQDK					24.31170654	109.3861084	anonymous	ZH-S	同意	同意	同意	同意	同意	比较同意	比较同意	比较反对	比较反对	比较同意	比较反对	反对	反对	反对	比较同意	比较同意	同意	同意	比较同意	同意	一般满意
2021/1/12 18:15	2021/1/12 18:17	IP Address	59.64.54.119	100	119	TRUE	2021/1/12 18:17	R_qOg32cDSbFoCZHz					24.31170654	109.3861084	anonymous	ZH-S	比较反对	比较反对	中立	反对	比较反对	比较反对	中立	中立	中立	中立	同意	同意	比较同意	比较同意	比较反对	比较反对	比较反对	反对	中立	同意	中立
2021/1/12 18:19	2021/1/12 18:21	IP Address	59.64.54.119	100	88	TRUE	2021/1/12 18:21	R_1qb1cwPcZZiMsMc					24.31170654	109.3861084	anonymous	ZH-S	反对	比较同意	中立	反对	比较反对	中立	中立	中立	比较同意	比较同意	同意	同意	同意	同意	比较反对	中立	比较反对	比较反对	比较反对	同意	中立
2021/1/12 18:24	2021/1/12 18:25	IP Address	59.64.54.119	100	80	TRUE	2021/1/12 18:25	R_1mepjljIf26DrHg					24.31170654	109.3861084	anonymous	ZH-S	反对	反对	比较反对	反对	反对	比较反对	反对	中立	比较反对	比较反对	完全同意	完全同意	同意	完全同意	反对	比较反对	反对	完全反对	反对	同意	一般不满意
2021/1/12 18:28	2021/1/12 18:29	IP Address	59.64.54.119	100	92	TRUE	2021/1/12 18:29	R_2R333KFoBBcUdqI					24.31170654	109.3861084	anonymous	ZH-S	比较反对	中立	比较同意	比较同意	比较同意	比较同意	比较同意	比较同意	完全同意	同意	比较同意	中立	同意	比较同意	比较反对	比较反对	比较反对	比较反对	中立	同意	有点满意
2021/1/12 18:42	2021/1/12 18:43	IP Address	59.64.54.119	100	58	TRUE	2021/1/12 18:43	R_QgrjwYtzfIx5kuR					24.31170654	109.3861084	anonymous	ZH-S	同意	同意	比较同意	比较同意	同意	同意	同意	中立	同意	同意	同意	同意	同意	比较同意	同意	比较反对	中立	比较同意	中立	同意	一般满意
2021/1/12 18:46	2021/1/12 18:47	IP Address	59.64.54.119	100	60	TRUE	2021/1/12 18:47	R_bQHjha0sz8Q4KbL					24.31170654	109.3861084	anonymous	ZH-S	比较同意	比较同意	反对	中立	比较同意	中立	中立	比较反对	中立	中立	比较同意	中立	中立	中立	反对	反对	比较反对	比较反对	反对	同意	中立
2021/1/12 18:50	2021/1/12 18:50	IP Address	59.64.54.119	100	52	TRUE	2021/1/12 18:50	R_3dFb6Dhks3LCUCO					24.31170654	109.3861084	anonymous	ZH-S	比较反对	反对	反对	反对	比较反对	中立	反对	反对	反对	比较反对	同意	同意	中立	同意	反对	反对	反对	反对	比较反对	同意	有点不满意
2021/1/12 18:53	2021/1/12 18:54	IP Address	59.64.54.119	100	39	TRUE	2021/1/12 18:54	R_1jqbsk04KUUrW56					24.31170654	109.3861084	anonymous	ZH-S	反对	反对	反对	反对	比较反对	中立	反对	反对	反对	反对	中立	同意	中立	中立	反对	反对	反对	反对	反对	同意	有点不满意
2021/1/12 19:09	2021/1/12 19:09	IP Address	59.64.54.119	100	55	TRUE	2021/1/12 19:09	R_3OcsqXKosTcCKnN					24.31170654	109.3861084	anonymous	ZH-S	中立	比较反对	比较反对	中立	中立	中立	同意	比较同意	比较反对	比较同意	同意	比较反对	比较同意	同意	比较反对	中立	比较反对	比较反对	中立	同意	有点满意
2021/1/12 19:12	2021/1/12 19:13	IP Address	59.64.54.119	100	56	TRUE	2021/1/12 19:13	R_BrzFs5h2LvWYqyJ					24.31170654	109.3861084	anonymous	ZH-S	中立	中立	比较反对	中立	中立	比较反对	比较反对	中立	同意	同意	比较反对	比较同意	比较反对	比较反对	中立	比较反对	比较反对	比较反对	中立	同意	中立
2021/1/12 19:16	2021/1/12 19:16	IP Address	59.64.54.119	100	39	TRUE	2021/1/12 19:16	R_s7HoiXhYMnX897b					24.31170654	109.3861084	anonymous	ZH-S	比较反对	比较反对	比较反对	比较反对	比较反对	比较反对	比较反对	比较反对	比较反对	比较反对	同意	同意	中立	同意	比较反对	比较反对	比较反对	比较反对	比较反对	同意	有点不满意
2021/1/12 19:19	2021/1/12 19:20	IP Address	59.64.54.119	100	40	TRUE	2021/1/12 19:20	R_21tYSMHhjj7NcjB					24.31170654	109.3861084	anonymous	ZH-S	比较反对	比较反对	比较反对	中立	比较反对	比较反对	比较反对	比较反对	中立	中立	中立	比较同意	同意	中立	比较反对	中立	比较反对	比较反对	比较反对	同意	中立
2021/1/12 19:49	2021/1/12 19:50	IP Address	59.64.54.119	100	72	TRUE	2021/1/12 19:50	R_246sXZAjOnhDQMK					24.31170654	109.3861084	anonymous	ZH-S	比较反对	中立	中立	比较反对	比较同意	比较反对	比较反对	中立	比较同意	中立	中立	中立	比较同意	比较同意	中立	中立	比较反对	比较反对	比较反对	同意	中立
2021/1/12 19:53	2021/1/12 19:54	IP Address	59.64.54.119	100	63	TRUE	2021/1/12 19:54	R_3O6SOOA1tVkRFwa					24.31170654	109.3861084	anonymous	ZH-S	比较反对	比较反对	比较反对	比较反对	比较反对	中立	比较反对	比较反对	比较反对	比较反对	比较反对	比较反对	中立	中立	比较反对	比较同意	比较反对	比较反对	比较反对	同意	有点满意
2021/1/12 19:57	2021/1/12 19:58	IP Address	59.64.54.119	100	60	TRUE	2021/1/12 19:58	R_2SJCZCsXCZdj93f					24.31170654	109.3861084	anonymous	ZH-S	比较反对	比较反对	中立	中立	比较反对	比较反对	比较反对	比较反对	中立	比较反对	中立	比较同意	比较同意	中立	比较反对	比较反对	比较反对	比较反对	比较反对	同意	有点不满意
2021/1/12 20:01	2021/1/12 20:02	IP Address	59.64.54.119	100	55	TRUE	2021/1/12 20:02	R_cZ2j2UjcjVYisG5					24.31170654	109.3861084	anonymous	ZH-S	中立	比较反对	比较反对	中立	比较反对	比较反对	比较反对	比较反对	比较反对	比较反对	比较反对	比较反对	比较反对	比较反对	比较反对	比较反对	比较反对	中立	中立	同意	有点满意
2021/1/12 20:14	2021/1/12 20:16	IP Address	59.64.54.119	100	127	TRUE	2021/1/12 20:16	R_2aQromAzVrGpfGE					24.31170654	109.3861084	anonymous	ZH-S	反对	比较反对	比较反对	比较同意	反对	中立	中立	比较同意	比较同意	中立	比较同意	比较反对	比较同意	比较反对	中立	比较同意	同意	比较反对	比较同意	同意	中立
2021/1/12 20:19	2021/1/12 20:20	IP Address	59.64.54.119	100	97	TRUE	2021/1/12 20:20	R_2Euiwe04i0yK68b					24.31170654	109.3861084	anonymous	ZH-S	反对	反对	反对	反对	反对	中立	中立	中立	比较同意	比较反对	比较同意	同意	同意	比较同意	比较反对	比较反对	中立	反对	反对	同意	有点不满意
2021/1/12 20:24	2021/1/12 20:25	IP Address	59.64.54.119	100	86	TRUE	2021/1/12 20:25	R_3ez4zg9Mxhbu5Tu					24.31170654	109.3861084	anonymous	ZH-S	比较同意	比较同意	比较同意	比较同意	比较同意	同意	同意	同意	同意	同意	比较同意	比较反对	同意	中立	比较同意	比较同意	比较同意	中立	同意	同意	有点满意
2021/1/12 20:28	2021/1/12 20:29	IP Address	59.64.54.119	100	96	TRUE	2021/1/12 20:29	R_1eCCjePlIpDfNY2					24.31170654	109.3861084	anonymous	ZH-S	反对	反对	反对	比较反对	反对	比较反对	比较同意	比较反对	比较同意	反对	完全同意	同意	同意	同意	比较反对	中立	比较同意	反对	反对	同意	一般不满意
2021/1/12 20:43	2021/1/12 20:45	IP Address	59.64.54.119	100	103	TRUE	2021/1/12 20:45	R_1eCSAoQxiTUUBrA					24.31170654	109.3861084	anonymous	ZH-S	比较同意	中立	比较同意	比较同意	同意	中立	中立	比较反对	中立	中立	反对	反对	比较反对	中立	比较反对	中立	中立	中立	比较反对	同意	中立
2021/1/12 20:47	2021/1/12 20:48	IP Address	59.64.54.119	100	64	TRUE	2021/1/12 20:48	R_3HowALLkpb62dRi					24.31170654	109.3861084	anonymous	ZH-S	中立	中立	比较同意	比较同意	比较同意	比较同意	中立	比较同意	同意	比较同意	中立	反对	反对	完全反对	比较同意	中立	中立	同意	中立	同意	有点满意
2021/1/12 20:51	2021/1/12 20:52	IP Address	59.64.54.119	100	59	TRUE	2021/1/12 20:52	R_1OZizWXBsFzMeq2					24.31170654	109.3861084	anonymous	ZH-S	反对	反对	完全反对	比较反对	比较反对	中立	反对	比较反对	反对	反对	比较反对	中立	中立	比较同意	反对	比较反对	反对	完全反对	反对	同意	一般不满意
2021/1/12 20:54	2021/1/12 20:55	IP Address	59.64.54.119	100	59	TRUE	2021/1/12 20:55	R_2SHp6ws40bJHGM4					24.31170654	109.3861084	anonymous	ZH-S	中立	比较反对	比较同意	比较同意	比较同意	比较同意	比较同意	同意	中立	比较同意	比较同意	比较反对	比较同意	比较反对	中立	中立	比较反对	中立	比较同意	同意	一般满意
2021/1/12 22:10	2021/1/12 22:12	IP Address	59.64.54.119	100	118	TRUE	2021/1/12 22:12	R_3iQILNyS6dZ3f1x					24.31170654	109.3861084	anonymous	ZH-S	中立	比较反对	比较同意	比较同意	比较同意	比较反对	比较同意	中立	中立	比较反对	反对	反对	比较反对	中立	反对	比较同意	比较反对	反对	比较反对	同意	有点满意
2021/1/12 22:14	2021/1/12 22:15	IP Address	59.64.54.119	100	66	TRUE	2021/1/12 22:15	R_1QfRHLVgAuRzOUF					24.31170654	109.3861084	anonymous	ZH-S	比较同意	同意	同意	比较同意	同意	完全同意	同意	同意	同意	同意	反对	反对	中立	反对	比较同意	同意	比较同意	同意	同意	同意	极为满意
2021/1/12 22:18	2021/1/12 22:19	IP Address	59.64.54.119	100	85	TRUE	2021/1/12 22:19	R_qDew5tIyi1ylDZT					24.31170654	109.3861084	anonymous	ZH-S	完全反对	反对	反对	比较反对	比较反对	反对	完全反对	反对	反对	反对	比较同意	比较同意	同意	同意	反对	比较反对	反对	反对	完全反对	同意	一般不满意
2021/1/12 22:22	2021/1/12 22:24	IP Address	59.64.54.119	100	88	TRUE	2021/1/12 22:24	R_2tDqTaCJ7TDJgyK					24.31170654	109.3861084	anonymous	ZH-S	比较反对	反对	比较反对	比较反对	反对	比较反对	反对	反对	反对	反对	比较同意	中立	中立	比较同意	反对	比较反对	比较反对	完全反对	反对	同意	中立
2021/1/12 22:34	2021/1/12 22:35	IP Address	59.64.54.119	100	70	TRUE	2021/1/12 22:35	R_1qUjPk36zQW1lFh					24.31170654	109.3861084	anonymous	ZH-S	比较同意	同意	比较同意	比较同意	比较同意	比较同意	同意	同意	同意	同意	中立	比较同意	同意	中立	中立	比较同意	比较同意	比较同意	同意	同意	一般满意
2021/1/12 22:38	2021/1/12 22:39	IP Address	59.64.54.119	100	69	TRUE	2021/1/12 22:39	R_2Ui1PJvGmg1RVHu					24.31170654	109.3861084	anonymous	ZH-S	比较同意	比较同意	比较同意	比较同意	比较同意	比较反对	中立	中立	中立	比较同意	中立	比较反对	比较反对	比较同意	中立	比较反对	反对	比较反对	比较反对	同意	中立
2021/1/12 22:42	2021/1/12 22:43	IP Address	59.64.54.119	100	59	TRUE	2021/1/12 22:43	R_2xDJ11qUn9pWJAB					24.31170654	109.3861084	anonymous	ZH-S	比较反对	反对	中立	中立	比较同意	中立	比较反对	中立	比较同意	比较反对	中立	比较反对	比较同意	比较反对	比较反对	反对	反对	反对	比较反对	同意	中立
2021/1/12 22:45	2021/1/12 22:46	IP Address	59.64.54.119	100	61	TRUE	2021/1/12 22:46	R_2rH3gugyLX4ttr1					24.31170654	109.3861084	anonymous	ZH-S	比较同意	比较同意	比较同意	比较反对	比较同意	比较反对	反对	中立	比较反对	比较同意	比较反对	中立	反对	比较同意	比较同意	中立	比较反对	反对	反对	同意	有点不满意
2021/1/12 23:02	2021/1/12 23:03	IP Address	59.64.54.119	100	85	TRUE	2021/1/12 23:03	R_ul83cKN5kXpbW4V					24.31170654	109.3861084	anonymous	ZH-S	反对	反对	比较反对	中立	比较同意	中立	反对	反对	比较反对	同意	反对	反对	中立	反对	反对	反对	中立	中立	反对	同意	中立
2021/1/12 23:06	2021/1/12 23:07	IP Address	59.64.54.119	100	82	TRUE	2021/1/12 23:07	R_d753hQ3VMkVQC7T					24.31170654	109.3861084	anonymous	ZH-S	中立	反对	中立	反对	比较同意	同意	同意	中立	同意	中立	反对	比较反对	同意	比较同意	中立	中立	比较反对	比较同意	反对	同意	有点满意
2021/1/12 23:10	2021/1/12 23:11	IP Address	59.64.54.119	100	73	TRUE	2021/1/12 23:11	R_1lzxAHw3Bu4HF22					24.31170654	109.3861084	anonymous	ZH-S	比较同意	比较同意	同意	比较同意	同意	同意	比较同意	中立	完全同意	完全同意	反对	反对	同意	反对	完全同意	中立	比较反对	比较反对	中立	同意	一般满意
2021/1/12 23:13	2021/1/12 23:14	IP Address	59.64.54.119	100	58	TRUE	2021/1/12 23:14	R_2YR32c56d96pFLa					24.31170654	109.3861084	anonymous	ZH-S	同意	同意	同意	同意	同意	同意	同意	中立	比较同意	中立	反对	完全反对	反对	反对	同意	中立	反对	比较同意	同意	同意	一般满意
2021/1/12 23:41	2021/1/12 23:42	IP Address	59.64.54.119	100	73	TRUE	2021/1/12 23:42	R_2w7GMxWYuQ734yY					24.31170654	109.3861084	anonymous	ZH-S	反对	中立	反对	反对	比较反对	比较同意	比较同意	比较反对	中立	中立	比较反对	比较反对	同意	比较反对	比较同意	反对	反对	中立	比较反对	同意	中立
2021/1/12 23:45	2021/1/12 23:46	IP Address	59.64.54.119	100	72	TRUE	2021/1/12 23:46	R_3gXiGWmU8q47VQ8					24.31170654	109.3861084	anonymous	ZH-S	完全反对	反对	比较反对	比较反对	完全反对	完全反对	反对	反对	完全反对	完全反对	完全反对	完全反对	比较反对	完全同意	反对	比较同意	比较同意	完全反对	完全反对	同意	一般不满意
2021/1/12 23:49	2021/1/12 23:49	IP Address	59.64.54.119	100	59	TRUE	2021/1/12 23:49	R_2zAU8xb8uBpR6G6					24.31170654	109.3861084	anonymous	ZH-S	中立	比较同意	同意	同意	同意	完全同意	完全同意	完全同意	同意	完全同意	比较同意	比较反对	同意	比较反对	比较同意	中立	比较同意	比较同意	比较同意	同意	一般满意
2021/1/12 23:52	2021/1/12 23:53	IP Address	59.64.54.119	100	65	TRUE	2021/1/12 23:53	R_3NUiov3aZTd9Bps					24.31170654	109.3861084	anonymous	ZH-S	中立	中立	中立	中立	中立	比较同意	中立	反对	比较反对	比较反对	比较同意	同意	比较同意	同意	比较反对	中立	比较同意	中立	比较反对	同意	中立
2021/1/13 0:12	2021/1/13 0:13	IP Address	59.64.54.119	100	96	TRUE	2021/1/13 0:13	R_1fko9e5Jk2I2ET7					24.31170654	109.3861084	anonymous	ZH-S	比较反对	中立	比较反对	中立	比较同意	中立	反对	比较反对	反对	比较反对	比较同意	中立	比较同意	反对	反对	反对	比较反对	比较反对	比较同意	同意	中立
2021/1/13 0:16	2021/1/13 0:17	IP Address	59.64.54.119	100	68	TRUE	2021/1/13 0:17	R_1FPutpa3sdOmWNt					24.31170654	109.3861084	anonymous	ZH-S	反对	反对	完全反对	反对	反对	反对	完全反对	比较反对	反对	反对	中立	同意	中立	同意	中立	反对	比较反对	反对	反对	同意	一般不满意
2021/1/13 0:20	2021/1/13 0:21	IP Address	59.64.54.119	100	47	TRUE	2021/1/13 0:21	R_1MW1skYUSp5i2pC					24.31170654	109.3861084	anonymous	ZH-S	比较反对	反对	反对	完全反对	反对	反对	反对	比较反对	比较反对	反对	完全同意	同意	中立	完全同意	比较反对	反对	反对	反对	完全反对	同意	极不满意
2021/1/13 0:23	2021/1/13 0:24	IP Address	59.64.54.119	100	56	TRUE	2021/1/13 0:24	R_3sBlTz3PmC790d0					24.31170654	109.3861084	anonymous	ZH-S	比较同意	中立	比较反对	比较同意	比较同意	比较同意	同意	比较同意	比较同意	比较同意	比较同意	反对	同意	中立	中立	反对	中立	比较反对	中立	同意	有点满意
2021/1/13 1:12	2021/1/13 1:13	IP Address	59.64.54.119	100	51	TRUE	2021/1/13 1:13	R_2sbe6URRMSipPDn					24.31170654	109.3861084	anonymous	ZH-S	中立	同意	同意	同意	同意	比较同意	比较同意	比较同意	同意	同意	比较反对	比较同意	中立	反对	同意	中立	比较同意	中立	比较同意	同意	一般满意
2021/1/13 1:15	2021/1/13 1:16	IP Address	59.64.54.119	100	48	TRUE	2021/1/13 1:16	R_31hY5TetMtqDRMk					24.31170654	109.3861084	anonymous	ZH-S	比较同意	比较同意	中立	同意	比较同意	同意	同意	完全同意	同意	同意	比较同意	同意	同意	比较同意	同意	比较同意	中立	比较同意	中立	同意	一般满意
2021/1/13 1:19	2021/1/13 1:20	IP Address	59.64.54.119	100	54	TRUE	2021/1/13 1:20	R_3Pzz6E2UHxkpsit					24.31170654	109.3861084	anonymous	ZH-S	比较反对	比较反对	中立	比较反对	中立	反对	比较反对	比较反对	中立	比较反对	反对	中立	比较反对	中立	比较反对	比较反对	反对	中立	中立	同意	有点不满意
2021/1/13 1:22	2021/1/13 1:24	IP Address	59.64.54.119	100	104	TRUE	2021/1/13 1:24	R_2PbPXXqBCWosMrd					24.31170654	109.3861084	anonymous	ZH-S	中立	同意	比较同意	比较同意	比较同意	比较同意	比较同意	同意	同意	同意	比较反对	比较同意	比较反对	比较同意	比较反对	同意	中立	比较同意	中立	同意	有点满意
2021/1/13 1:37	2021/1/13 1:38	IP Address	59.64.54.119	100	87	TRUE	2021/1/13 1:39	R_1ghi38v86duK1RW					24.31170654	109.3861084	anonymous	ZH-S	比较同意	同意	同意	同意	比较同意	比较同意	中立	比较同意	完全同意	比较反对	同意	中立	同意	同意	比较反对	比较反对	反对	比较反对	比较同意	同意	有点满意
2021/1/13 1:41	2021/1/13 1:42	IP Address	59.64.54.119	100	73	TRUE	2021/1/13 1:42	R_cI2dAVR3YdiqyYN					24.31170654	109.3861084	anonymous	ZH-S	比较同意	比较反对	比较同意	比较反对	反对	比较同意	中立	比较反对	比较反对	比较反对	完全同意	同意	比较同意	完全同意	反对	反对	反对	比较反对	反对	同意	有点不满意
2021/1/13 1:45	2021/1/13 1:46	IP Address	59.64.54.119	100	83	TRUE	2021/1/13 1:46	R_12RSv6jxdIQFlCF					24.31170654	109.3861084	anonymous	ZH-S	比较同意	比较同意	比较同意	比较同意	比较同意	同意	同意	比较同意	同意	比较同意	比较反对	比较反对	中立	中立	比较反对	反对	中立	中立	中立	同意	一般满意
2021/1/13 1:49	2021/1/13 1:50	IP Address	59.64.54.119	100	76	TRUE	2021/1/13 1:50	R_10xdE3XxeTH7oe0					24.31170654	109.3861084	anonymous	ZH-S	比较同意	同意	完全同意	比较同意	同意	比较同意	反对	比较反对	比较同意	反对	比较反对	比较同意	比较反对	中立	比较反对	比较反对	比较反对	中立	中立	同意	一般满意
2021/1/13 2:02	2021/1/13 2:03	IP Address	59.64.54.119	100	64	TRUE	2021/1/13 2:03	R_2B51daUO7bzg0Yv					24.31170654	109.3861084	anonymous	ZH-S	比较反对	比较反对	中立	中立	比较反对	中立	中立	比较反对	中立	比较反对	中立	比较同意	比较同意	中立	中立	比较反对	比较反对	比较反对	中立	同意	有点不满意
2021/1/13 2:05	2021/1/13 2:06	IP Address	59.64.54.119	100	51	TRUE	2021/1/13 2:06	R_3qwBqaoiaKUDZSa					24.31170654	109.3861084	anonymous	ZH-S	中立	中立	比较同意	中立	中立	中立	中立	比较反对	中立	中立	中立	比较同意	比较同意	中立	比较反对	比较反对	比较反对	比较反对	比较反对	同意	中立
2021/1/13 2:09	2021/1/13 2:10	IP Address	59.64.54.119	100	47	TRUE	2021/1/13 2:10	R_Df7MBRvdV448DiV					24.31170654	109.3861084	anonymous	ZH-S	比较同意	同意	比较同意	同意	同意	同意	同意	比较同意	比较同意	同意	中立	中立	比较反对	比较反对	同意	中立	中立	同意	比较同意	同意	一般满意
2021/1/13 2:12	2021/1/13 2:13	IP Address	59.64.54.119	100	65	TRUE	2021/1/13 2:13	R_3sjLAp7Wzd4wZKK					24.31170654	109.3861084	anonymous	ZH-S	中立	比较反对	比较反对	比较同意	中立	中立	比较反对	中立	中立	中立	比较反对	中立	中立	比较反对	比较反对	比较同意	中立	比较反对	中立	同意	有点满意
2021/1/13 2:38	2021/1/13 2:39	IP Address	59.64.54.119	100	59	TRUE	2021/1/13 2:39	R_2w7BkjeMTJ3Tw5m					24.31170654	109.3861084	anonymous	ZH-S	比较反对	反对	比较反对	反对	反对	比较反对	比较同意	反对	反对	反对	中立	同意	中立	同意	完全反对	完全反对	反对	完全反对	反对	同意	一般不满意
2021/1/13 2:42	2021/1/13 2:43	IP Address	59.64.54.119	100	50	TRUE	2021/1/13 2:43	R_3PzQwKsjVX6JVZ8					24.31170654	109.3861084	anonymous	ZH-S	比较同意	比较同意	比较同意	比较同意	比较同意	比较同意	比较同意	比较同意	比较同意	中立	比较反对	比较反对	比较同意	中立	比较同意	比较同意	中立	比较同意	比较同意	同意	有点满意
2021/1/13 2:46	2021/1/13 2:47	IP Address	59.64.54.119	100	59	TRUE	2021/1/13 2:47	R_ULvQiQrybsEAx1f					24.31170654	109.3861084	anonymous	ZH-S	比较同意	同意	比较同意	比较同意	比较同意	同意	同意	比较同意	比较同意	同意	完全反对	完全反对	反对	完全反对	同意	同意	同意	同意	比较同意	同意	一般满意
2021/1/13 2:49	2021/1/13 2:50	IP Address	59.64.54.119	100	50	TRUE	2021/1/13 2:50	R_uh8D3ALtPs6O7br					24.31170654	109.3861084	anonymous	ZH-S	反对	反对	中立	反对	比较反对	中立	比较同意	反对	比较同意	比较反对	反对	中立	比较同意	比较反对	反对	比较反对	反对	完全反对	中立	同意	中立
2021/1/13 3:18	2021/1/13 3:20	IP Address	59.64.54.119	100	108	TRUE	2021/1/13 3:20	R_CmlGK27N2Sa96QF					24.31170654	109.3861084	anonymous	ZH-S	中立	比较同意	比较反对	比较同意	比较同意	比较同意	比较反对	比较反对	比较同意	比较同意	比较反对	比较反对	比较同意	比较反对	比较反对	反对	反对	比较反对	中立	同意	有点满意
2021/1/13 3:22	2021/1/13 3:25	IP Address	59.64.54.119	100	146	TRUE	2021/1/13 3:25	R_1kHAOf7fY8v9nTr					24.31170654	109.3861084	anonymous	ZH-S	中立	中立	比较反对	中立	比较同意	中立	比较反对	比较反对	比较同意	反对	比较同意	同意	比较反对	比较反对	比较反对	完全反对	反对	反对	中立	同意	有点不满意
2021/1/13 3:27	2021/1/13 3:29	IP Address	219.142.99.14	100	70	TRUE	2021/1/13 3:29	R_2afPbu7pWYmbTlR					39.92880249	116.3888855	anonymous	ZH-S	反对	反对	反对	反对	反对	反对	比较反对	反对	比较反对	反对	比较同意	比较同意	比较同意	同意	反对	反对	反对	反对	反对	同意	一般不满意
2021/1/13 3:31	2021/1/13 3:32	IP Address	59.64.54.119	100	65	TRUE	2021/1/13 3:32	R_Y9wPuwNo7D9fmBH					24.31170654	109.3861084	anonymous	ZH-S	比较同意	比较同意	比较同意	中立	比较同意	比较同意	中立	比较同意	比较同意	比较同意	比较反对	中立	比较同意	中立	比较反对	比较反对	比较反对	比较反对	中立	同意	中立
2021/1/13 3:44	2021/1/13 3:46	IP Address	59.64.54.119	100	105	TRUE	2021/1/13 3:46	R_5mSW5W6Z9ade1iN					24.31170654	109.3861084	anonymous	ZH-S	中立	同意	中立	同意	比较同意	比较同意	中立	比较同意	同意	比较同意	反对	反对	同意	比较反对	同意	同意	中立	中立	同意	同意	一般满意
2021/1/13 3:48	2021/1/13 3:49	IP Address	59.64.54.119	100	50	TRUE	2021/1/13 3:49	R_2SrvnDNf7aWAYms					24.31170654	109.3861084	anonymous	ZH-S	反对	反对	反对	反对	反对	反对	反对	反对	反对	反对	反对	反对	反对	反对	反对	同意	中立	反对	反对	同意	中立
2021/1/13 3:52	2021/1/13 3:53	IP Address	59.64.54.119	100	46	TRUE	2021/1/13 3:53	R_32PfvIxMFf9ssLv					24.31170654	109.3861084	anonymous	ZH-S	完全同意	完全同意	完全同意	完全同意	完全同意	完全同意	完全同意	完全同意	完全同意	完全同意	完全反对	完全反对	完全反对	完全反对	同意	完全同意	完全同意	完全同意	完全同意	同意	极为满意
2021/1/13 3:56	2021/1/13 3:56	IP Address	59.64.54.119	100	41	TRUE	2021/1/13 3:56	R_2CfF6hndo7lE1wq					24.31170654	109.3861084	anonymous	ZH-S	反对	反对	反对	反对	反对	反对	反对	反对	反对	反对	反对	中立	中立	反对	反对	中立	反对	反对	反对	同意	中立
