StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q1_1	Q1_2	Q1_3	Q1_4	Q1_5	Q1_6	Q1_7
2021-01-14 00:26:07	2021-01-14 00:26:27	Spam	219.142.99.14	100	20	True	2021-01-14 00:26:28	R_2fs8KQ7NPehrm6a					39.928802490234375	116.388885498046875	anonymous	ZH-S	同意	同意	同意	反对	同意	同意	比较反对
2021-01-14 00:38:49	2021-01-14 00:39:17	IP Address	219.142.99.14	100	28	True	2021-01-14 00:39:17	R_3oEBpvwQjOPA9gz					39.928802490234375	116.388885498046875	anonymous	ZH-S	同意	同意	比较同意	比较反对	完全同意	比较同意	比较同意
2021-01-14 00:54:48	2021-01-14 00:55:18	IP Address	219.142.99.14	100	30	True	2021-01-14 00:55:18	R_3knVJBySks1Uqdf					39.928802490234375	116.388885498046875	anonymous	ZH-S	中立	同意	比较同意	比较反对	同意	同意	比较同意
2021-01-14 01:33:57	2021-01-14 01:34:20	IP Address	59.64.54.119	100	23	True	2021-01-14 01:34:20	R_1zX7gRPNsKphjP3					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	同意	中立	比较同意	中立	比较反对
2021-01-14 01:48:50	2021-01-14 01:49:05	IP Address	59.64.54.119	100	14	True	2021-01-14 01:49:05	R_2Eubohto3U4MY9S					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	反对	比较同意	比较同意	中立
2021-01-14 02:00:52	2021-01-14 02:01:42	IP Address	219.142.99.14	100	50	True	2021-01-14 02:01:43	R_3OiEV0FxVmdwl6H					39.928802490234375	116.388885498046875	anonymous	ZH-S	同意	同意	同意	反对	同意	同意	比较反对
2021-01-14 02:19:59	2021-01-14 02:20:43	IP Address	59.64.54.119	100	43	True	2021-01-14 02:20:43	R_1llScVXk5NMa1Hy					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	比较同意	比较反对	同意	同意	比较同意
2021-01-14 02:47:58	2021-01-14 02:48:16	IP Address	59.64.54.119	100	17	True	2021-01-14 02:48:16	R_2sZ6uWKDHbOZTvk					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	反对	完全同意	完全同意	完全同意
2021-01-14 03:03:14	2021-01-14 03:03:32	IP Address	59.64.54.119	100	18	True	2021-01-14 03:03:33	R_1BVsxs6U7MVLvTS					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	中立	比较同意	反对	同意	同意	中立
2021-01-14 03:30:04	2021-01-14 03:30:45	IP Address	219.142.99.14	100	41	True	2021-01-14 03:30:45	R_2f8792lXuJPb6AT					39.928802490234375	116.388885498046875	anonymous	ZH-S	比较同意	同意	比较同意	反对	比较同意	中立	比较反对
2021-01-14 03:46:35	2021-01-14 03:47:16	IP Address	59.64.54.119	100	40	True	2021-01-14 03:47:16	R_37vryLV7DcoRSVP					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	反对	中立	同意	比较反对	反对	反对
2021-01-14 04:10:40	2021-01-14 04:11:10	IP Address	59.64.54.119	100	29	True	2021-01-14 04:11:10	R_3nUVGxGus0rIq4b					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	中立	反对	比较同意	比较同意	比较反对
2021-01-14 04:26:49	2021-01-14 04:27:16	IP Address	59.64.54.119	100	27	True	2021-01-14 04:27:16	R_2Cwi4L4nwr1mgTt					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	比较同意	比较同意	比较反对	同意	比较同意	比较反对
2021-01-14 04:42:59	2021-01-14 04:43:28	IP Address	59.64.54.119	100	28	True	2021-01-14 04:43:28	R_2xLFZz9Q9g9LxnA					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	反对	完全同意	同意	中立
2021-01-14 05:01:36	2021-01-14 05:02:11	IP Address	59.64.54.119	100	35	True	2021-01-14 05:02:11	R_3nUFtdIIYRVIOOm					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	反对	完全同意	比较同意	比较反对
2021-01-14 05:11:33	2021-01-14 05:12:17	IP Address	59.64.54.119	100	43	True	2021-01-14 05:12:17	R_2aKNAjfqfdNGHUI					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	中立	完全同意	比较同意	比较反对
2021-01-14 05:29:46	2021-01-14 05:30:20	IP Address	59.64.54.119	100	34	True	2021-01-14 05:30:20	R_3lFz9ePNUprUchd					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	完全同意	反对	完全同意	同意	中立
2021-01-14 17:04:07	2021-01-14 17:04:47	IP Address	59.64.54.119	100	40	True	2021-01-14 17:04:47	R_26gQjHkOOktSqOU					24.31170654296875	109.3861083984375	anonymous	ZH-S	完全同意	完全同意	同意	反对	完全同意	同意	中立
2021-01-14 17:21:32	2021-01-14 17:22:07	IP Address	59.64.54.119	100	35	True	2021-01-14 17:22:08	R_12fBUCdFMiMUU4h					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	比较同意	同意	反对	完全同意	同意	同意
2021-01-14 17:41:00	2021-01-14 17:41:50	IP Address	59.64.54.119	100	49	True	2021-01-14 17:41:50	R_BzkZNnuaJrDiqpX					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	比较反对	同意	同意	中立
2021-01-14 17:59:06	2021-01-14 18:00:01	IP Address	59.64.54.119	100	54	True	2021-01-14 18:00:02	R_1LHEiCqaoKA05ot					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	比较同意	反对	同意	同意	中立
2021-01-14 18:37:00	2021-01-14 18:37:26	IP Address	59.64.54.119	100	25	True	2021-01-14 18:37:26	R_2VyZvxljw91D5bV					24.31170654296875	109.3861083984375	anonymous	ZH-S	完全同意	完全同意	完全同意	完全反对	完全同意	完全同意	完全同意
2021-01-14 18:52:24	2021-01-14 18:52:43	IP Address	59.64.54.119	100	18	True	2021-01-14 18:52:43	R_1f44kJDax4QJjag					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	比较同意	中立	完全同意	比较同意	中立
2021-01-14 19:14:33	2021-01-14 19:14:55	IP Address	59.64.54.119	100	22	True	2021-01-14 19:14:55	R_3FJXTyELn1itq2A					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	反对	同意	同意	比较同意
2021-01-14 19:28:17	2021-01-14 19:28:33	IP Address	59.64.54.119	100	16	True	2021-01-14 19:28:34	R_b1t8bl2s1Y3a2jL					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	同意	比较同意	反对	同意	同意	比较同意
2021-01-14 19:38:45	2021-01-14 19:39:08	IP Address	59.64.54.119	100	23	True	2021-01-14 19:39:09	R_3qQj6Ab0qAmqlof					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	反对	同意	同意	中立
2021-01-14 19:55:04	2021-01-14 19:55:19	Spam	59.64.54.119	100	15	True	2021-01-14 19:55:20	R_3hot3ISYyFS73hh					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	反对	同意	同意	中立
2021-01-14 20:35:26	2021-01-14 20:35:56	IP Address	219.142.99.14	100	30	True	2021-01-14 20:35:56	R_1jiZ6iDOeqqtC7e					39.928802490234375	116.388885498046875	anonymous	ZH-S	比较同意	比较同意	同意	反对	同意	同意	同意
2021-01-14 20:51:05	2021-01-14 20:51:28	IP Address	219.142.99.14	100	23	True	2021-01-14 20:51:28	R_3j0wCCc0NaPLX7j					39.928802490234375	116.388885498046875	anonymous	ZH-S	比较同意	比较同意	比较同意	反对	比较同意	比较同意	中立
2021-01-14 22:14:37	2021-01-14 22:14:56	IP Address	59.64.54.119	100	18	True	2021-01-14 22:14:56	R_u2MBjluANeTqoVz					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	比较反对	同意	同意	比较同意
2021-01-14 22:28:40	2021-01-14 22:28:56	IP Address	59.64.54.119	100	16	True	2021-01-14 22:28:57	R_vPihmTKMT198B7X					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	中立	比较反对	同意	同意	中立
2021-01-14 22:41:27	2021-01-14 22:41:53	IP Address	59.64.54.119	100	26	True	2021-01-14 22:41:53	R_2ceJl3YhAZDPTth					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	同意	同意	反对	同意	同意	比较同意
2021-01-14 22:58:44	2021-01-14 22:59:11	IP Address	59.64.54.119	100	27	True	2021-01-14 22:59:12	R_0DH4nMeO44NGlbP					24.31170654296875	109.3861083984375	anonymous	ZH-S	反对	反对	反对	比较同意	中立	反对	完全反对
2021-01-14 23:13:26	2021-01-14 23:13:54	IP Address	59.64.54.119	100	28	True	2021-01-14 23:13:55	R_3ff3qTMety1ktHa					24.31170654296875	109.3861083984375	anonymous	ZH-S	完全同意	完全同意	完全同意	完全反对	完全同意	完全同意	完全同意
2021-01-14 23:31:03	2021-01-14 23:31:32	IP Address	59.64.54.119	100	28	True	2021-01-14 23:31:32	R_3Qaz1eD3wj63AHf					24.31170654296875	109.3861083984375	anonymous	ZH-S	完全同意	完全同意	比较反对	比较同意	完全同意	同意	比较同意
2021-01-14 23:40:59	2021-01-14 23:41:20	IP Address	59.64.54.119	100	21	True	2021-01-14 23:41:20	R_1QzlaJaj4kc5jDz					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	比较同意	中立	完全同意	比较同意	中立
2021-01-14 23:57:19	2021-01-14 23:57:54	IP Address	59.64.54.119	100	34	True	2021-01-14 23:57:54	R_3qs83h5YLXiNup3					24.31170654296875	109.3861083984375	anonymous	ZH-S	同意	比较同意	比较同意	中立	完全同意	比较同意	中立
2021-01-15 00:06:34	2021-01-15 00:07:52	IP Address	59.64.54.119	100	77	True	2021-01-15 00:07:52	R_eX3Win13aKXW19v					24.31170654296875	109.3861083984375	anonymous	ZH-S	比较同意	比较同意	比较反对	比较反对	比较同意	比较同意	比较反对
2021-01-15 00:27:18	2021-01-15 00:27:50	IP Address	219.142.99.14	100	31	True	2021-01-15 00:27:50	R_3HOma3HJrHWL2ql					39.928802490234375	116.388885498046875	anonymous	ZH-S	比较同意	比较同意	比较同意	比较反对	比较同意	比较同意	比较反对
